property_id,region_id,property_type,size_m2,rooms,year_built,has_parking
P03986,R04,Apartment,252,4,2009,0
P03987,R02,Apartment,93,2,2022,1
P03988,R05,Detached House,262,1,2001,1
P03989,R06,Duplex,67,1,1988,0
P03990,R02,Apartment,198,5,1973,0
P03991,R05,Apartment,44,5,2007,1
P03992,R05,Apartment,87,5,2013,1
P03993,R04,Penthouse,137,2,1999,0
P03994,R04,Duplex,60,3,2019,0
P03995,R02,Studio,149,3,1987,1
P03996,R06,Penthouse,95,3,1972,1
P03997,R06,Apartment,63,1,2004,0
P03998,R06,Detached House,270,3,1976,1
P03999,R05,Penthouse,275,1,1974,1
P04000,R01,Detached House,270,2,2007,1
P04001,R03,Studio,76,2,1993,0
P04002,R03,Duplex,131,4,2002,1
P04003,R06,Detached House,118,5,2010,0
P04004,R04,Detached House,118,4,1990,1
P04005,R04,Apartment,139,3,2002,0
P04006,R01,Studio,162,3,1999,1
P04007,R05,Penthouse,156,3,2001,1
P04008,R03,Detached House,110,1,2007,1
P04009,R01,Detached House,275,5,1990,1
P04010,R06,Apartment,275,5,1997,0
P04011,R02,Penthouse,119,2,2001,0
P04012,R01,Studio,93,1,1977,1
P04013,R01,Detached House,167,1,1981,0
P04014,R03,Apartment,128,4,1974,0
P04015,R01,Penthouse,276,1,1980,1
P04016,R06,Studio,143,1,1993,0
P04017,R04,Detached House,49,4,2020,0
P04018,R02,Detached House,70,1,2019,1
P04019,R01,Apartment,57,1,2011,1
P04020,R03,Studio,131,1,2000,1
P04021,R01,Duplex,115,4,1980,0
P04022,R06,Studio,245,2,1989,1
P04023,R02,Penthouse,253,2,2011,1
P04024,R03,Studio,73,4,2019,0
P04025,R01,Detached House,266,1,2021,1
P04026,R01,Apartment,180,3,1990,1
P04027,R02,Detached House,113,3,1996,1
P04028,R01,Studio,137,4,1997,0
P04029,R05,Studio,145,4,1973,1
P04030,R06,Duplex,80,4,1976,0
P04031,R06,Duplex,248,2,1972,0
P04032,R02,Detached House,42,1,2009,0
P04033,R05,Apartment,56,3,1982,1
P04034,R04,Detached House,105,1,2007,0
P04035,R01,Duplex,74,3,1990,1
P04036,R01,Duplex,54,4,2012,1
P04037,R04,Apartment,132,5,1976,0
P04038,R03,Apartment,130,4,1987,1
P04039,R01,Penthouse,70,5,1981,1
P04040,R06,Studio,234,3,1993,0
P04041,R05,Duplex,251,3,2000,1
P04042,R04,Studio,212,2,1979,1
P04043,R06,Detached House,165,4,2006,1
P04044,R06,Apartment,267,5,2022,1
P04045,R06,Studio,124,2,1972,1
P04046,R02,Penthouse,142,1,1974,1
P04047,R06,Duplex,43,1,2021,0
P04048,R04,Penthouse,209,4,2005,0
P04049,R05,Penthouse,62,4,2019,1
P04050,R06,Detached House,199,1,2008,0
P04051,R01,Apartment,227,1,2008,0
P04052,R03,Duplex,92,4,1978,0
P04053,R01,Duplex,186,2,1997,1
P04054,R02,Apartment,112,3,1989,1
P04055,R03,Studio,135,2,2015,0
P04056,R06,Detached House,167,4,1972,0
P04057,R06,Penthouse,99,4,1970,0
P04058,R03,Duplex,231,1,2000,0
P04059,R02,Duplex,134,1,2022,1
P04060,R04,Apartment,150,3,2023,0
P04061,R06,Detached House,235,4,2002,1
P04062,R06,Duplex,94,1,1993,0
P04063,R02,Duplex,148,1,1984,0
P04064,R02,Apartment,278,4,2023,1
P04065,R05,Duplex,135,3,1979,0
P04066,R02,Penthouse,67,1,1976,0
P04067,R02,Penthouse,108,4,1997,0
P04068,R01,Apartment,269,1,1991,1
P04069,R03,Studio,222,2,1996,0
P04070,R03,Studio,234,4,2018,1
P04071,R04,Studio,100,2,1984,1
P04072,R02,Studio,241,1,2017,1
P04073,R05,Duplex,134,5,1981,1
P04074,R05,Duplex,230,2,1987,1
P04075,R03,Studio,251,3,1970,1
P04076,R02,Duplex,89,5,2006,1
P04077,R04,Studio,265,5,2016,1
P04078,R05,Studio,191,5,2017,1
P04079,R03,Penthouse,215,2,1979,0
P04080,R02,Studio,221,5,2011,1
P04081,R04,Apartment,80,1,1977,0
P04082,R03,Penthouse,218,2,2003,1
P04083,R03,Penthouse,91,1,2007,0
P04084,R03,Duplex,105,3,1978,0
P04085,R02,Apartment,67,5,1975,0
P04086,R05,Studio,83,4,1973,0
P04087,R03,Apartment,274,5,2008,0
P04088,R03,Duplex,118,1,2003,0
P04089,R04,Duplex,132,4,1976,1
P04090,R03,Detached House,155,4,1997,1
P04091,R01,Duplex,211,3,2012,1
P04092,R06,Penthouse,177,1,1982,1
P04093,R01,Duplex,168,1,2002,0
P04094,R04,Studio,240,5,1985,1
P04095,R02,Apartment,159,2,1984,1
P04096,R02,Detached House,224,4,1991,0
P04097,R01,Penthouse,258,5,1989,1
P04098,R06,Detached House,202,3,1996,1
P04099,R03,Apartment,48,2,1981,1
P04100,R03,Duplex,103,3,1991,0
P04101,R05,Duplex,188,2,2003,1
P04102,R01,Penthouse,154,1,1990,0
P04103,R04,Detached House,108,5,2005,1
P04104,R03,Apartment,120,2,1976,1
P04105,R04,Duplex,58,4,1977,0
P04106,R01,Detached House,96,4,2016,1
P04107,R06,Apartment,227,3,1994,1
P04108,R02,Detached House,42,3,2002,1
P04109,R05,Penthouse,240,1,2009,0
P04110,R05,Studio,121,3,1977,1
P04111,R03,Detached House,233,4,2022,1
P04112,R01,Duplex,101,1,1992,0
P04113,R02,Studio,238,2,2018,1
P04114,R05,Duplex,177,4,1992,1
P04115,R06,Detached House,244,5,1991,0
P04116,R06,Studio,54,2,2002,1
P04117,R02,Detached House,231,5,1980,0
P04118,R04,Studio,104,1,2002,1
P04119,R01,Studio,126,3,2023,1
P04120,R05,Detached House,50,5,2004,0
P04121,R03,Duplex,268,3,1973,1
P04122,R05,Duplex,193,3,2007,1
P04123,R05,Duplex,275,1,1971,1
P04124,R06,Detached House,176,3,1975,1
P04125,R03,Studio,77,3,1985,1
P04126,R03,Apartment,120,5,1986,1
P04127,R04,Apartment,145,2,1970,0
P04128,R01,Duplex,75,2,1970,0
P04129,R01,Apartment,263,4,2012,1
P04130,R04,Duplex,269,5,1994,1
P04131,R05,Penthouse,175,2,1980,1
P04132,R04,Detached House,180,4,1993,0
P04133,R05,Apartment,208,5,2007,1
P04134,R02,Studio,202,4,2009,0
P04135,R03,Studio,55,3,1985,0
P04136,R04,Penthouse,167,2,1979,1
P04137,R03,Duplex,226,2,2021,0
P04138,R01,Detached House,233,1,2004,1
P04139,R01,Penthouse,183,1,2023,1
P04140,R06,Detached House,255,3,1986,1
P04141,R04,Penthouse,180,1,1976,1
P04142,R02,Apartment,131,1,1990,0
P04143,R02,Penthouse,146,4,1987,1
P04144,R01,Penthouse,205,1,2008,1
P04145,R06,Penthouse,252,1,2008,0
P04146,R01,Penthouse,95,3,1973,1
P04147,R05,Studio,110,5,2001,1
P04148,R02,Penthouse,196,4,1988,0
P04149,R03,Detached House,223,1,2003,1
P04150,R02,Detached House,135,1,1991,1
P04151,R05,Studio,194,4,1999,0
P04152,R01,Duplex,41,4,2008,0
P04153,R03,Studio,110,2,1985,1
P04154,R02,Studio,269,5,1980,1
P04155,R02,Duplex,178,5,2008,0
P04156,R02,Duplex,248,4,2021,0
P04157,R06,Penthouse,92,4,1993,0
P04158,R03,Apartment,109,4,2023,1
P04159,R03,Studio,273,1,1979,0
P04160,R03,Studio,279,4,2014,1
P04161,R06,Detached House,250,5,2023,0
P04162,R03,Duplex,116,2,1986,1
P04163,R03,Duplex,232,1,1977,1
P04164,R02,Detached House,150,2,2005,1
P04165,R02,Penthouse,242,2,2016,0
P04166,R01,Apartment,244,5,1974,1
P04167,R04,Apartment,144,3,2004,1
P04168,R01,Detached House,113,4,2017,1
P04169,R02,Detached House,273,5,1971,0
P04170,R02,Detached House,148,4,1997,0
P04171,R02,Apartment,143,4,1974,1
P04172,R05,Penthouse,199,5,1979,0
P04173,R04,Studio,264,4,1996,1
P04174,R06,Detached House,71,2,1987,0
P04175,R03,Penthouse,276,4,1974,0
P04176,R06,Detached House,141,2,2013,1
P04177,R01,Studio,46,2,1980,0
P04178,R04,Studio,114,4,2016,0
P04179,R05,Duplex,150,2,1979,1
P04180,R04,Apartment,202,1,1998,1
P04181,R06,Duplex,175,5,2009,1
P04182,R02,Detached House,72,3,1995,0
P04183,R01,Apartment,157,4,1992,1
P04184,R05,Studio,95,5,2010,1
P04185,R01,Apartment,104,4,1970,0
P04186,R05,Apartment,210,4,2014,1
P04187,R05,Duplex,232,4,2007,1
P04188,R06,Detached House,77,2,2011,1
P04189,R03,Penthouse,184,5,1992,0
P04190,R06,Detached House,141,4,1990,1
P04191,R02,Apartment,120,1,2000,1
P04192,R03,Apartment,211,1,2004,1
P04193,R01,Apartment,99,5,2019,1
P04194,R05,Penthouse,223,5,2016,1
P04195,R05,Penthouse,136,5,1972,1
P04196,R05,Apartment,62,1,1978,1
P04197,R05,Detached House,230,5,2021,1
P04198,R02,Detached House,244,5,1990,1
P04199,R01,Penthouse,175,4,2001,0
P04200,R06,Duplex,213,3,1973,1
P04201,R03,Studio,75,3,1975,0
P04202,R01,Duplex,121,3,1992,1
P04203,R06,Apartment,123,1,2008,1
P04204,R06,Detached House,223,3,2011,1
P04205,R03,Studio,124,2,2018,0
P04206,R05,Detached House,214,2,1980,1
P04207,R01,Duplex,113,1,1980,0
P04208,R01,Penthouse,184,3,1999,1
P04209,R02,Detached House,90,1,1999,1
P04210,R04,Duplex,174,5,1971,1
P04211,R01,Penthouse,59,5,1994,0
P04212,R01,Duplex,216,5,2018,1
P04213,R05,Penthouse,46,2,1978,1
P04214,R05,Apartment,279,1,2014,1
P04215,R05,Studio,241,3,1994,1
P04216,R05,Apartment,178,4,1998,1
P04217,R05,Studio,258,1,2004,0
P04218,R04,Penthouse,234,5,2008,0
P04219,R04,Studio,74,3,2004,1
P04220,R06,Duplex,218,5,1975,1
P04221,R03,Penthouse,130,1,1985,0
P04222,R01,Duplex,245,3,2015,1
P04223,R05,Apartment,247,3,1972,1
P04224,R02,Apartment,269,1,2008,0
P04225,R06,Duplex,148,4,1998,1
P04226,R03,Penthouse,86,5,1976,1
P04227,R06,Penthouse,70,3,1976,1
P04228,R01,Apartment,79,2,2022,0
P04229,R04,Detached House,278,4,1971,1
P04230,R03,Studio,180,2,1971,1
P04231,R03,Duplex,124,2,1970,1
P04232,R02,Duplex,147,4,2003,1
P04233,R06,Penthouse,81,3,2020,1
P04234,R03,Penthouse,176,2,1979,0
P04235,R06,Apartment,142,3,2012,1
P04236,R03,Apartment,231,5,2008,1
P04237,R01,Penthouse,45,3,1982,0
P04238,R06,Penthouse,263,1,1973,0
P04239,R02,Apartment,54,5,1996,1
P04240,R02,Penthouse,140,4,1974,1
P04241,R06,Studio,121,2,1976,0
P04242,R06,Duplex,212,5,1995,0
P04243,R06,Duplex,197,5,2014,1
P04244,R03,Detached House,87,5,2023,0
P04245,R05,Detached House,157,2,2003,1
P04246,R02,Duplex,168,5,1984,1
P04247,R05,Studio,151,5,1987,1
P04248,R04,Detached House,45,5,2003,1
P04249,R01,Studio,82,3,1979,1
P04250,R03,Apartment,160,2,1998,1
P04251,R03,Penthouse,102,2,2011,1
P04252,R02,Detached House,170,5,2015,1
P04253,R03,Duplex,79,3,1973,1
P04254,R04,Apartment,216,5,1985,1
P04255,R01,Duplex,85,3,1983,1
P04256,R01,Detached House,195,3,1999,1
P04257,R05,Apartment,240,1,1980,0
P04258,R03,Studio,126,3,2021,1
P04259,R04,Studio,73,3,2019,0
P04260,R04,Apartment,41,1,1987,1
P04261,R04,Apartment,126,1,1991,1
P04262,R03,Apartment,67,3,1993,0
P04263,R03,Penthouse,251,2,1972,1
P04264,R05,Apartment,273,4,2017,0
P04265,R06,Studio,275,3,2012,1
P04266,R02,Apartment,261,3,1987,1
P04267,R05,Studio,180,1,1999,1
P04268,R06,Duplex,118,3,1990,1
P04269,R01,Studio,147,3,1982,1
P04270,R05,Duplex,102,3,1986,1
P04271,R03,Duplex,241,2,1975,1
P04272,R06,Apartment,144,1,2013,0
P04273,R04,Detached House,132,5,2005,1
P04274,R06,Studio,205,5,2020,1
P04275,R01,Detached House,129,5,1970,0
P04276,R01,Studio,125,2,2004,1
P04277,R06,Studio,94,4,2000,1
P04278,R04,Duplex,56,1,2003,1
P04279,R04,Detached House,49,5,2023,0
P04280,R02,Detached House,136,1,1991,1
P04281,R02,Apartment,278,3,1977,1
P04282,R05,Detached House,102,5,1970,0
P04283,R02,Detached House,193,4,1996,1
P04284,R04,Penthouse,117,5,1979,1
P04285,R02,Penthouse,112,3,1977,0
P04286,R02,Duplex,79,1,1977,1
P04287,R01,Studio,175,1,1984,0
P04288,R06,Studio,198,1,1976,1
P04289,R06,Apartment,124,1,1996,1
P04290,R01,Penthouse,166,3,2005,1
P04291,R03,Studio,154,1,1985,1
P04292,R04,Detached House,105,1,1977,1
P04293,R03,Penthouse,206,3,2000,0
P04294,R05,Studio,172,4,1974,1
P04295,R02,Studio,55,4,2009,0
P04296,R01,Duplex,158,1,1990,1
P04297,R03,Penthouse,133,5,1992,0
P04298,R04,Detached House,231,3,1983,1
P04299,R02,Detached House,113,2,1985,1
P04300,R05,Studio,269,2,1977,0
P04301,R01,Penthouse,187,5,2000,0
P04302,R01,Penthouse,71,3,1977,0
P04303,R04,Apartment,136,2,2006,0
P04304,R04,Penthouse,252,3,1983,1
P04305,R02,Detached House,101,1,2000,1
P04306,R02,Penthouse,209,1,1998,1
P04307,R01,Duplex,228,2,2004,0
P04308,R04,Studio,206,2,2010,1
P04309,R03,Penthouse,61,2,2000,1
P04310,R01,Duplex,129,1,2016,0
P04311,R03,Duplex,123,4,1983,0
P04312,R06,Penthouse,122,1,2010,1
P04313,R02,Studio,250,2,1988,0
P04314,R06,Detached House,41,5,2003,1
P04315,R02,Duplex,169,1,1996,1
P04316,R02,Detached House,275,2,2019,1
P04317,R02,Detached House,250,3,1984,0
P04318,R02,Apartment,185,2,1998,0
P04319,R01,Duplex,279,2,1978,1
P04320,R04,Detached House,136,1,2004,1
P04321,R03,Duplex,186,3,1971,0
P04322,R05,Apartment,170,4,1992,1
P04323,R03,Penthouse,51,3,1970,0
P04324,R03,Penthouse,49,5,1987,1
P04325,R03,Penthouse,255,4,1996,1
P04326,R01,Apartment,81,4,1987,1
P04327,R05,Apartment,125,3,1990,1
P04328,R01,Detached House,189,4,1978,1
P04329,R05,Penthouse,178,3,2008,1
P04330,R06,Studio,163,5,2013,0
P04331,R05,Penthouse,275,3,1994,1
P04332,R03,Detached House,228,3,1972,0
P04333,R02,Detached House,266,1,1973,0
P04334,R06,Studio,198,5,2006,1
P04335,R02,Penthouse,274,3,2020,0
P04336,R03,Duplex,184,4,2016,0
P04337,R05,Penthouse,170,4,1991,1
P04338,R06,Penthouse,235,1,1996,0
P04339,R06,Apartment,248,4,1978,1
P04340,R01,Apartment,56,3,1973,0
P04341,R06,Duplex,258,2,2011,1
P04342,R01,Detached House,205,2,1993,1
P04343,R04,Penthouse,255,4,1996,0
P04344,R06,Penthouse,211,1,1988,1
P04345,R04,Apartment,262,4,1986,0
P04346,R06,Penthouse,106,5,2023,0
P04347,R03,Detached House,85,1,2014,0
P04348,R02,Apartment,86,1,2007,0
P04349,R02,Penthouse,100,1,1991,0
P04350,R03,Penthouse,91,4,2008,1
P04351,R05,Apartment,145,5,1988,1
P04352,R03,Penthouse,87,5,1997,1
P04353,R05,Studio,77,1,1977,1
P04354,R03,Detached House,165,3,2008,1
P04355,R02,Duplex,230,1,1973,0
P04356,R02,Studio,72,2,2009,0
P04357,R04,Studio,162,2,2002,1
P04358,R06,Apartment,198,4,1973,1
P04359,R06,Studio,209,5,1997,0
P04360,R02,Detached House,65,5,1982,0
P04361,R03,Studio,216,1,1995,1
P04362,R05,Duplex,46,2,1970,1
P04363,R04,Detached House,96,2,2008,1
P04364,R01,Detached House,116,2,1997,1
P04365,R04,Apartment,244,2,1989,1
P04366,R01,Studio,86,4,2017,0
P04367,R01,Studio,227,4,2004,1
P04368,R04,Penthouse,277,5,2002,1
P04369,R01,Apartment,270,4,1977,1
P04370,R03,Detached House,112,2,1997,1
P04371,R04,Penthouse,62,1,2007,0
P04372,R04,Duplex,93,2,2020,0
P04373,R03,Apartment,224,4,2002,0
P04374,R01,Detached House,87,5,1979,0
P04375,R05,Studio,194,2,2006,0
P04376,R06,Detached House,129,1,1974,1
P04377,R06,Duplex,224,1,1986,1
P04378,R05,Duplex,185,1,2019,1
P04379,R03,Detached House,180,4,2013,1
P04380,R06,Studio,227,3,2018,1
P04381,R03,Studio,269,4,1989,1
P04382,R01,Studio,127,1,2006,0
P04383,R06,Apartment,166,3,2007,0
P04384,R02,Apartment,190,1,1983,0
P04385,R06,Detached House,237,2,2020,1
P04386,R03,Apartment,155,4,2022,0
P04387,R06,Detached House,129,2,1975,0
P04388,R04,Studio,243,4,2011,1
P04389,R03,Penthouse,268,2,1994,1
P04390,R02,Detached House,176,3,2006,1
P04391,R06,Apartment,64,3,1999,1
P04392,R01,Detached House,109,2,1982,1
P04393,R03,Penthouse,151,1,1975,1
P04394,R03,Studio,208,3,1997,0
P04395,R04,Detached House,200,5,2015,1
P04396,R02,Detached House,236,4,2014,1
P04397,R04,Penthouse,47,4,1984,0
P04398,R03,Apartment,151,5,2016,1
P04399,R02,Detached House,208,1,1989,1
P04400,R02,Apartment,276,4,2000,1
P04401,R05,Penthouse,74,2,1987,1
P04402,R02,Penthouse,250,4,1998,0
P04403,R02,Penthouse,41,5,1998,0
P04404,R04,Studio,87,5,2007,0
P04405,R02,Detached House,243,3,1995,1
P04406,R03,Duplex,228,5,1998,1
P04407,R02,Duplex,273,4,2005,1
P04408,R03,Apartment,184,1,1992,1
P04409,R05,Duplex,187,2,1998,1
P04410,R04,Apartment,168,5,1974,0
P04411,R06,Detached House,162,5,2016,0
P04412,R05,Penthouse,163,5,1976,1
P04413,R01,Apartment,110,2,2017,1
P04414,R03,Detached House,244,2,2011,0
P04415,R02,Apartment,125,5,2021,1
P04416,R04,Penthouse,186,1,1971,1
P04417,R02,Duplex,200,5,1981,0
P04418,R06,Duplex,169,4,1972,1
P04419,R02,Detached House,186,4,1992,1
P04420,R04,Penthouse,51,3,2018,1
P04421,R01,Penthouse,115,5,2011,0
P04422,R06,Penthouse,147,4,2008,0
P04423,R06,Studio,134,1,2015,0
P04424,R05,Duplex,257,3,1970,1
P04425,R03,Penthouse,255,5,2012,1
P04426,R01,Apartment,210,1,1986,1
P04427,R05,Duplex,124,4,2007,1
P04428,R03,Duplex,52,2,2011,0
P04429,R06,Detached House,221,3,2007,1
P04430,R05,Penthouse,252,5,1992,0
P04431,R04,Duplex,157,3,2003,0
P04432,R06,Penthouse,238,1,1995,1
P04433,R05,Penthouse,263,1,2003,1
P04434,R03,Duplex,171,4,1994,1
P04435,R01,Duplex,90,5,1991,1
P04436,R01,Penthouse,45,2,1980,0
P04437,R03,Apartment,221,5,1990,0
P04438,R04,Penthouse,174,3,2008,0
P04439,R01,Studio,76,1,2016,1
P04440,R01,Detached House,53,3,1975,1
P04441,R05,Penthouse,272,5,1979,0
P04442,R05,Studio,116,2,1997,1
P04443,R01,Apartment,118,5,2007,1
P04444,R04,Penthouse,190,4,1979,1
P04445,R01,Studio,127,2,1987,1
P04446,R05,Detached House,259,4,1972,0
P04447,R06,Penthouse,203,3,1972,1
P04448,R06,Studio,125,1,1977,1
P04449,R04,Apartment,103,5,2009,0
P04450,R04,Studio,246,2,2016,0
P04451,R06,Detached House,182,3,1996,1
P04452,R04,Detached House,260,4,1979,1
P04453,R03,Studio,122,1,2019,0
P04454,R05,Apartment,45,4,1985,1
P04455,R04,Apartment,255,2,1978,1
P04456,R06,Penthouse,97,3,1977,0
P04457,R04,Duplex,242,3,1989,0
P04458,R06,Apartment,210,4,2009,1
P04459,R01,Studio,95,1,1991,1
P04460,R01,Apartment,221,1,1994,0
P04461,R01,Penthouse,59,3,1988,1
P04462,R04,Penthouse,134,1,2020,1
P04463,R05,Penthouse,125,2,2006,1
P04464,R02,Apartment,197,4,2005,0
P04465,R01,Studio,168,5,1993,0
P04466,R06,Detached House,186,4,1998,0
P04467,R05,Studio,154,2,2017,1
P04468,R04,Studio,217,5,2005,1
P04469,R03,Penthouse,78,3,2013,1
P04470,R03,Detached House,212,1,1972,0
P04471,R01,Studio,52,4,2016,1
P04472,R02,Duplex,60,3,2021,1
P04473,R06,Duplex,213,2,2006,1
P04474,R03,Duplex,77,4,2021,0
P04475,R05,Detached House,224,4,2000,1
P04476,R05,Penthouse,71,2,1984,0
P04477,R02,Detached House,75,1,2002,0
P04478,R02,Duplex,263,3,2003,1
P04479,R05,Duplex,82,1,1977,0
P04480,R01,Duplex,259,4,1980,0
P04481,R03,Apartment,123,3,1985,1
P04482,R06,Detached House,231,2,1999,0
P04483,R05,Studio,265,3,1977,1
P04484,R05,Studio,68,2,2011,1
P04485,R01,Detached House,119,2,1975,1
P04486,R02,Apartment,177,2,2020,0
P04487,R02,Apartment,247,4,2006,1
P04488,R02,Studio,84,5,1988,1
P04489,R02,Penthouse,84,4,1990,0
P04490,R06,Penthouse,128,2,2007,1
P04491,R01,Duplex,89,5,1974,1
P04492,R05,Apartment,104,1,2008,0
P04493,R04,Studio,71,2,1999,0
P04494,R04,Detached House,238,1,1981,1
P04495,R02,Duplex,231,5,2018,1
P04496,R02,Duplex,74,1,2003,1
P04497,R04,Penthouse,168,3,1978,0
P04498,R02,Detached House,195,1,2005,0
P04499,R05,Detached House,190,2,1992,1
P04500,R01,Apartment,276,4,2011,1
P04501,R01,Duplex,193,5,1996,0
P04502,R05,Apartment,204,1,2023,1
P04503,R04,Penthouse,47,1,2020,0
P04504,R01,Penthouse,59,2,1972,0
P04505,R06,Studio,188,5,1992,1
P04506,R01,Duplex,257,1,1980,0
P04507,R06,Penthouse,135,1,1994,1
P04508,R05,Studio,194,3,1977,0
P04509,R06,Penthouse,90,2,1998,1
P04510,R06,Penthouse,149,1,1978,0
P04511,R02,Apartment,220,3,2003,1
P04512,R05,Detached House,198,4,1994,1
P04513,R02,Penthouse,67,1,2023,1
P04514,R03,Apartment,250,4,2017,1
P04515,R02,Detached House,262,1,2002,1
P04516,R03,Penthouse,154,4,1994,0
P04517,R06,Penthouse,121,2,2008,1
P04518,R03,Duplex,167,2,2006,1
P04519,R01,Duplex,232,1,1977,1
P04520,R02,Studio,148,5,1990,0
P04521,R05,Apartment,47,3,2023,0
P04522,R04,Penthouse,57,4,1987,0
P04523,R04,Studio,234,2,1970,0
P04524,R03,Penthouse,228,1,2015,0
P04525,R02,Penthouse,225,1,2020,1
P04526,R04,Penthouse,70,3,2005,0
P04527,R04,Penthouse,80,2,2004,0
P04528,R06,Penthouse,134,4,1988,0
P04529,R04,Apartment,95,4,1989,1
P04530,R06,Penthouse,132,2,2019,1
P04531,R05,Detached House,174,3,2016,0
P04532,R01,Studio,107,2,1996,1
P04533,R03,Duplex,69,4,1986,1
P04534,R03,Penthouse,136,4,1980,0
P04535,R01,Detached House,213,4,1970,1
P04536,R02,Duplex,188,1,1996,0
P04537,R05,Studio,117,2,1999,1
P04538,R03,Penthouse,114,5,2006,1
P04539,R01,Apartment,180,2,2013,1
P04540,R02,Apartment,81,1,1989,0
P04541,R02,Detached House,240,1,1979,1
P04542,R02,Detached House,248,1,2015,0
P04543,R01,Studio,46,4,2011,1
P04544,R05,Penthouse,272,1,1998,1
P04545,R05,Duplex,45,3,1972,0
P04546,R03,Penthouse,150,2,1995,1
P04547,R04,Duplex,200,1,2003,1
P04548,R06,Penthouse,118,5,2016,0
P04549,R06,Detached House,88,4,1997,1
P04550,R01,Studio,51,5,1994,1
P04551,R06,Penthouse,214,5,1990,0
P04552,R01,Detached House,48,5,1992,1
P04553,R01,Penthouse,156,4,1970,1
P04554,R03,Studio,134,3,1975,1
P04555,R05,Detached House,272,4,2010,0
P04556,R01,Studio,263,3,1989,1
P04557,R02,Duplex,236,1,2015,1
P04558,R02,Penthouse,215,2,1991,1
P04559,R03,Detached House,170,3,2023,0
P04560,R06,Penthouse,123,1,1979,1
P04561,R02,Duplex,79,5,1980,1
P04562,R02,Apartment,272,5,2001,0
P04563,R01,Duplex,132,3,2013,1
P04564,R02,Penthouse,142,3,1977,1
P04565,R01,Duplex,73,5,1997,1
P04566,R04,Studio,106,3,1982,1
P04567,R03,Studio,192,4,2009,0
P04568,R03,Duplex,142,3,2000,1
P04569,R05,Apartment,180,2,2005,0
P04570,R04,Penthouse,90,4,1984,1
P04571,R01,Apartment,59,1,1985,1
P04572,R03,Detached House,252,2,2004,0
P04573,R02,Apartment,143,4,1989,1
P04574,R05,Studio,126,4,2007,1
P04575,R02,Studio,108,5,1978,0
P04576,R01,Studio,197,4,1986,0
P04577,R05,Apartment,175,1,1975,1
P04578,R03,Detached House,133,5,1974,1
P04579,R01,Studio,263,3,1984,0
P04580,R05,Duplex,256,1,1996,1
P04581,R02,Duplex,87,3,1977,0
P04582,R06,Apartment,194,1,1975,1
P04583,R05,Penthouse,272,3,2017,0
P04584,R03,Apartment,157,3,1997,0
P04585,R04,Duplex,47,1,2008,1
P04586,R04,Apartment,71,5,2009,0
P04587,R04,Duplex,200,3,1975,1
P04588,R01,Apartment,256,5,2003,0
P04589,R02,Apartment,70,3,2016,0
P04590,R02,Duplex,171,3,1994,1
P04591,R05,Penthouse,159,5,2016,1
P04592,R01,Penthouse,108,2,2021,0
P04593,R04,Studio,191,5,1999,1
P04594,R05,Detached House,250,1,1975,0
P04595,R06,Studio,97,5,2003,1
P04596,R02,Penthouse,53,4,2017,0
P04597,R01,Detached House,126,3,2001,1
P04598,R05,Detached House,115,2,2013,0
P04599,R01,Apartment,214,3,1998,1
P04600,R01,Detached House,168,3,1992,1
P04601,R06,Penthouse,44,5,2021,1
P04602,R06,Apartment,121,5,1978,0
P04603,R05,Apartment,216,3,1994,0
P04604,R06,Studio,154,2,1978,0
P04605,R01,Penthouse,175,2,2005,1
P04606,R01,Apartment,103,2,2019,0
P04607,R02,Studio,116,1,2023,1
P04608,R01,Studio,71,1,1982,0
P04609,R06,Apartment,59,4,2009,1
P04610,R01,Detached House,48,2,2017,1
P04611,R04,Detached House,189,3,2015,1
P04612,R06,Studio,77,4,1997,1
P04613,R05,Apartment,177,4,1979,1
P04614,R02,Duplex,268,2,1994,1
P04615,R03,Detached House,207,4,2011,1
P04616,R04,Apartment,178,1,2003,1
P04617,R05,Duplex,68,3,1990,1
P04618,R03,Apartment,157,1,1981,0
P04619,R02,Apartment,253,3,2005,1
P04620,R05,Duplex,132,1,1993,1
P04621,R06,Penthouse,238,5,1995,0
P04622,R03,Penthouse,210,4,2020,0
P04623,R01,Studio,104,2,1970,1
P04624,R04,Studio,73,4,1982,0
P04625,R06,Studio,44,2,2019,1
P04626,R06,Apartment,106,3,2019,1
P04627,R03,Penthouse,119,1,1986,0
P04628,R01,Detached House,197,3,2023,0
P04629,R04,Duplex,177,1,1981,0
P04630,R05,Penthouse,154,1,1972,0
P04631,R06,Apartment,213,3,1986,1
P04632,R01,Duplex,224,3,1998,1
P04633,R02,Detached House,211,2,1970,1
P04634,R03,Detached House,255,1,1979,0
P04635,R01,Duplex,126,3,2012,1
P04636,R06,Studio,237,5,2003,0
P04637,R01,Duplex,140,4,2002,1
P04638,R04,Studio,84,1,2023,0
P04639,R06,Duplex,74,5,1982,1
P04640,R05,Apartment,61,3,2018,1
P04641,R05,Penthouse,269,3,1989,0
P04642,R02,Detached House,80,1,2019,1
P04643,R05,Detached House,240,2,2012,0
P04644,R03,Detached House,228,4,1981,0
P04645,R01,Detached House,145,2,1981,1
P04646,R03,Penthouse,259,1,1999,1
P04647,R03,Duplex,257,1,1997,0
P04648,R04,Studio,262,5,1982,0
P04649,R02,Detached House,159,5,1984,0
